code;altitude;date;plant;stigma;receptor;donor;germ;non.germ;total
CT271.2.2;2000;05-feb-11;CT271.2;2;Sen.por;Sen.por;0;0;0
CT271.2.3;2000;05-feb-11;CT271.2;3;Sen.por;Sen.por;0;0;0
CT271.2.4;2000;05-feb-11;CT271.2;4;Sen.por;Sen.por;0;0;0
CT271.3.1;2000;05-feb-11;CT271.3;1;Sen.por;Sen.por;2;13;15
CT271.3.2;2000;05-feb-11;CT271.3;2;Sen.por;Sen.por;0;6;6
CT271.3.3;2000;05-feb-11;CT271.3;3;Sen.por;Sen.por;0;4;4
CT271.3.4;2000;05-feb-11;CT271.3;4;Sen.por;Sen.por;0;17;17
CT271.4.1;2000;05-feb-11;CT271.4;1;Sen.por;Sen.por;5;20;25
CT271.4.2;2000;05-feb-11;CT271.4;2;Sen.por;Sen.por;6;19;25
CT271.4.3;2000;05-feb-11;CT271.4;3;Sen.por;Sen.por;7;22;29
CT271.4.4;2000;05-feb-11;CT271.4;4;Sen.por;Sen.por;4;14;18
CT271.5.1;2000;05-feb-11;CT271.5;1;Sen.por;Sen.por;1;5;6
CT271.5.2;2000;05-feb-11;CT271.5;2;Sen.por;Sen.por;0;4;4
CT271.5.3;2000;05-feb-11;CT271.5;3;Sen.por;Sen.por;3;5;8
CT271.5.3;2000;05-feb-11;CT271.5;3;Sen.por;Nas.pyg;0;4;4
CT271.5.4;2000;05-feb-11;CT271.5;4;Sen.por;Sen.por;0;3;3
CT271.5.4;2000;05-feb-11;CT271.5;4;Sen.por;Nas.pyg;0;1;1
CT272.1.1;2000;05-feb-11;CT272.1;1;Cer.arv;Cer.arv;0;1;1
CT272.2.2;2000;05-feb-11;CT272.2;2;Cer.arv;Cer.arv;21;40;61
CT272.3.3;2000;05-feb-11;CT272.3;3;Cer.arv;Cer.arv;3;0;3
CT272.4.4;2000;05-feb-11;CT272.4;4;Cer.arv;Cer.arv;23;35;58
CT272.5.5;2000;05-feb-11;CT272.5;5;Cer.arv;Cer.arv;4;24;28
CT272.6.6;2000;05-feb-11;CT272.6;6;Cer.arv;Cer.arv;1;1;2
CT272.7.7;2000;05-feb-11;CT272.7;7;Cer.arv;Cer.arv;2;4;6
CT272.8.8;2000;05-feb-11;CT272.8;8;Cer.arv;Cer.arv;1;3;4
CT272.9.9;2000;05-feb-11;CT272.9;9;Cer.arv;Cer.arv;4;4;8
CT272.10.10;2000;05-feb-11;CT272.10;10;Cer.arv;Cer.arv;17;15;32
CT272.11.11;2000;05-feb-11;CT272.11;11;Cer.arv;Cer.arv;7;7;14
CT272.12.12;2000;05-feb-11;CT272.12;12;Cer.arv;Cer.arv;4;20;24
CT272.13.13;2000;05-feb-11;CT272.13;13;Cer.arv;Cer.arv;57;150;207
CT272.14.14;2000;05-feb-11;CT272.14;14;Cer.arv;Cer.arv;46;110;156
CT272.15.15;2000;05-feb-11;CT272.15;15;Cer.arv;Cer.arv;32;45;77
CT272.16.16;2000;05-feb-11;CT272.16;16;Cer.arv;Cer.arv;2;7;9
CT272.17.17;2000;05-feb-11;CT272.17;17;Cer.arv;Cer.arv;12;23;35
CT272.18.18;2000;05-feb-11;CT272.18;18;Cer.arv;Cer.arv;1;19;20
CT272.19.19;2000;05-feb-11;CT272.19;19;Cer.arv;Cer.arv;16;11;27
CT272.20.20;2000;05-feb-11;CT272.20;20;Cer.arv;Cer.arv;1;3;4
CT272.21.21;2000;05-feb-11;CT272.21;21;Cer.arv;Cer.arv;0;6;6
CT272.22.22;2000;05-feb-11;CT272.22;22;Cer.arv;Cer.arv;0;36;36
CT272.23.23;2000;05-feb-11;CT272.23;23;Cer.arv;Cer.arv;1;7;8
CT272.24.24;2000;05-feb-11;CT272.24;24;Cer.arv;Cer.arv;2;27;29
CT273.1.1;2000;05-feb-11;CT273.1;1;Mul.ech;Mul.ech;0;0;0
CT273.1.2;2000;05-feb-11;CT273.1;2;Mul.ech;Mul.ech;0;0;0
CT273.1.3;2000;05-feb-11;CT273.1;3;Mul.ech;Mul.ech;0;0;0
CT273.1.4;2000;05-feb-11;CT273.1;4;Mul.ech;Mul.ech;0;0;0
CT273.2.1;2000;05-feb-11;CT273.2;1;Mul.ech;Mul.ech;15;6;21
CT273.2.2;2000;05-feb-11;CT273.2;2;Mul.ech;Mul.ech;4;0;4
CT273.2.3;2000;05-feb-11;CT273.2;3;Mul.ech;Mul.ech;2;0;2
CT273.2.4;2000;05-feb-11;CT273.2;4;Mul.ech;Mul.ech;0;0;0
CT273.3.1;2000;05-feb-11;CT273.3;1;Mul.ech;Mul.ech;0;0;0
CT273.3.2;2000;05-feb-11;CT273.3;2;Mul.ech;Mul.ech;0;0;0
CT273.3.3;2000;05-feb-11;CT273.3;3;Mul.ech;Mul.ech;5;0;5
CT273.3.4;2000;05-feb-11;CT273.3;4;Mul.ech;Mul.ech;0;0;0
CT273.4.1;2000;05-feb-11;CT273.4;1;Mul.ech;Mul.ech;3;0;3
CT273.4.2;2000;05-feb-11;CT273.4;2;Mul.ech;Mul.ech;1;1;2
CT273.4.3;2000;05-feb-11;CT273.4;3;Mul.ech;Mul.ech;0;0;0
CT273.4.4;2000;05-feb-11;CT273.4;4;Mul.ech;Mul.ech;0;0;0
CT273.5.1;2000;05-feb-11;CT273.5;1;Mul.ech;Mul.ech;4;1;5
CT273.5.2;2000;05-feb-11;CT273.5;2;Mul.ech;Mul.ech;10;4;14
CT273.5.3;2000;05-feb-11;CT273.5;3;Mul.ech;Mul.ech;0;1;1
CT273.5.4;2000;05-feb-11;CT273.5;4;Mul.ech;Mul.ech;1;1;2
CT274.1.1;2000;05-feb-11;CT274.1;1;Nas.pyg;Nas.pyg;0;10;10
CT274.1.2;2000;05-feb-11;CT274.1;2;Nas.pyg;Nas.pyg;0;1;1
CT274.1.3;2000;05-feb-11;CT274.1;3;Nas.pyg;Nas.pyg;1;6;7
CT274.1.4;2000;05-feb-11;CT274.1;4;Nas.pyg;Nas.pyg;0;4;4
CT274.2.1;2000;05-feb-11;CT274.2;1;Nas.pyg;Nas.pyg;7;9;16
CT274.2.2;2000;05-feb-11;CT274.2;2;Nas.pyg;Nas.pyg;1;15;16
CT274.2.3;2000;05-feb-11;CT274.2;3;Nas.pyg;Nas.pyg;0;3;3
CT274.2.4;2000;05-feb-11;CT274.2;4;Nas.pyg;Nas.pyg;1;2;3
CT274.3.1;2000;05-feb-11;CT274.3;1;Nas.pyg;Nas.pyg;0;7;7
CT274.3.2;2000;05-feb-11;CT274.3;2;Nas.pyg;Nas.pyg;0;8;8
CT274.3.3;2000;05-feb-11;CT274.3;3;Nas.pyg;Nas.pyg;1;10;11
CT274.3.4;2000;05-feb-11;CT274.3;4;Nas.pyg;Nas.pyg;1;6;7
CT274.4.1;2000;05-feb-11;CT274.4;1;Nas.pyg;Nas.pyg;1;2;3
CT274.4.2;2000;05-feb-11;CT274.4;2;Nas.pyg;Nas.pyg;1;2;3
CT274.4.3;2000;05-feb-11;CT274.4;3;Nas.pyg;Nas.pyg;2;2;4
CT274.4.4;2000;05-feb-11;CT274.4;4;Nas.pyg;Nas.pyg;1;1;2
CT274.5.1;2000;05-feb-11;CT274.5;1;Nas.pyg;Nas.pyg;1;3;4
CT274.5.2;2000;05-feb-11;CT274.5;2;Nas.pyg;Nas.pyg;0;3;3
CT274.5.3;2000;05-feb-11;CT274.5;3;Nas.pyg;Nas.pyg;1;1;2
CT274.5.4;2000;05-feb-11;CT274.5;4;Nas.pyg;Nas.pyg;0;2;2
CT275.1.1;2000;05-feb-11;CT275.1;1;Sen.boe;Sen.boe;3;3;6
CT275.1.2;2000;05-feb-11;CT275.1;2;Sen.boe;Sen.boe;9;4;13
CT275.1.2;2000;05-feb-11;CT275.1;2;Sen.boe;Mul.ech;0;2;2
CT275.1.3;2000;05-feb-11;CT275.1;3;Sen.boe;Sen.boe;3;1;4
CT275.1.3;2000;05-feb-11;CT275.1;3;Sen.boe;Mul.ech;0;2;2
CT275.1.4;2000;05-feb-11;CT275.1;4;Sen.boe;Sen.boe;5;1;6
CT275.1.4;2000;05-feb-11;CT275.1;4;Sen.boe;Mul.ech;0;1;1
CT275.2.1;2000;05-feb-11;CT275.2;1;Sen.boe;Sen.boe;4;8;12
CT275.2.1;2000;05-feb-11;CT275.2;1;Sen.boe;Mul.ech;0;2;2
CT275.2.1;2000;05-feb-11;CT275.2;1;Sen.boe;Nas.pyg;0;1;1
CT275.2.2;2000;05-feb-11;CT275.2;2;Sen.boe;Sen.boe;8;4;12
CT275.2.3;2000;05-feb-11;CT275.2;3;Sen.boe;Sen.boe;9;3;12
CT275.3.1;2000;05-feb-11;CT275.3;1;Sen.boe;Sen.boe;1;16;17
CT275.3.1;2000;05-feb-11;CT275.3;1;Sen.boe;Mul.ech;0;1;1
CT275.3.2;2000;05-feb-11;CT275.3;2;Sen.boe;Sen.boe;0;11;11
CT275.3.3;2000;05-feb-11;CT275.3;3;Sen.boe;Sen.boe;1;8;9
CT275.3.4;2000;05-feb-11;CT275.3;4;Sen.boe;Sen.boe;2;11;13
CT358.1.1;1600;14-feb-11;CT358.1;1;Esc.alp;;0;0;0
CT359.1.1;1600;14-feb-11;CT359.1;1;Sen.arg;Sen.arg;3;8;11
CT359.1.1;1600;14-feb-11;CT359.1;1;Sen.arg;Qui.chi;0;2;2
CT359.1.2;1600;14-feb-11;CT359.1;2;Sen.arg;Sen.arg;4;13;17
CT359.1.2;1600;14-feb-11;CT359.1;2;Sen.arg;Qui.chi;0;1;1
CT359.1.3;1600;14-feb-11;CT359.1;3;Sen.arg;Sen.arg;0;6;6
CT359.1.3;1600;14-feb-11;CT359.1;3;Sen.arg;Qui.chi;0;2;2
CT359.1.4;1600;14-feb-11;CT359.1;4;Sen.arg;Sen.arg;1;4;5
CT359.1.5;1600;14-feb-11;CT359.1;5;Sen.arg;Sen.arg;4;10;14
CT359.1.6;1600;14-feb-11;CT359.1;6;Sen.arg;Sen.arg;2;4;6
CT359.1.7;1600;14-feb-11;CT359.1;7;Sen.arg;Sen.arg;1;5;6
CT359.2.1;1600;14-feb-11;CT359.2;1;Sen.arg;Sen.arg;2;8;10
CT359.2.2;1600;14-feb-11;CT359.2;2;Sen.arg;Sen.arg;6;22;28
CT359.2.3;1600;14-feb-11;CT359.2;3;Sen.arg;Sen.arg;3;11;14
CT359.2.4;1600;14-feb-11;CT359.2;4;Sen.arg;Sen.arg;4;10;14
CT359.2.5;1600;14-feb-11;CT359.2;5;Sen.arg;Sen.arg;4;17;21
CT359.2.6;1600;14-feb-11;CT359.2;6;Sen.arg;Sen.arg;2;11;13
CT359.2.7;1600;14-feb-11;CT359.2;7;Sen.arg;Sen.arg;1;16;17
CT359.3.1;1600;14-feb-11;CT359.3;1;Sen.arg;Sen.arg;1;4;5
CT359.3.2;1600;14-feb-11;CT359.3;2;Sen.arg;Sen.arg;2;4;6
CT359.3.3;1600;14-feb-11;CT359.3;3;Sen.arg;Sen.arg;5;3;8
CT359.3.4;1600;14-feb-11;CT359.3;4;Sen.arg;Sen.arg;4;6;10
CT359.3.4;1600;14-feb-11;CT359.3;4;Sen.arg;Qui.chi;0;3;3
CT359.3.5;1600;14-feb-11;CT359.3;5;Sen.arg;Sen.arg;0;2;2
CT359.3.6;1600;14-feb-11;CT359.3;6;Sen.arg;Sen.arg;2;3;5
CT359.3.7;1600;14-feb-11;CT359.3;7;Sen.arg;Sen.arg;1;10;11
CT359.4.1;1600;14-feb-11;CT359.4;1;Sen.arg;Sen.arg;2;8;10
CT359.4.2;1600;14-feb-11;CT359.4;2;Sen.arg;Sen.arg;6;14;20
CT359.4.3;1600;14-feb-11;CT359.4;3;Sen.arg;Sen.arg;2;4;6
CT359.4.4;1600;14-feb-11;CT359.4;4;Sen.arg;Sen.arg;3;24;27
CT359.4.5;1600;14-feb-11;CT359.4;5;Sen.arg;Sen.arg;2;4;6
CT359.4.6;1600;14-feb-11;CT359.4;6;Sen.arg;Sen.arg;2;2;4
CT359.4.7;1600;14-feb-11;CT359.4;7;Sen.arg;Sen.arg;9;3;12
CT359.5.1;1600;14-feb-11;CT359.5;1;Sen.arg;Sen.arg;1;7;8
CT359.5.2;1600;14-feb-11;CT359.5;2;Sen.arg;Sen.arg;1;5;6
CT359.5.2;1600;14-feb-11;CT359.5;2;Sen.arg;Qui.chi;0;2;2
CT359.5.3;1600;14-feb-11;CT359.5;3;Sen.arg;Sen.arg;0;3;3
CT359.5.4;1600;14-feb-11;CT359.5;4;Sen.arg;Sen.arg;0;2;2
CT359.5.5;1600;14-feb-11;CT359.5;5;Sen.arg;Sen.arg;0;0;0
CT359.5.6;1600;14-feb-11;CT359.5;6;Sen.arg;Sen.arg;6;14;20
CT359.5.7;1600;14-feb-11;CT359.5;7;Sen.arg;Sen.arg;6;6;12
CT360.1.1;1600;14-feb-11;CT360.1;1;Sen.bip;Sen.bip;13;32;45
CT360.1.2;1600;14-feb-11;CT360.1;2;Sen.bip;Sen.bip;9;2;11
CT360.1.3;1600;14-feb-11;CT360.1;3;Sen.bip;Sen.bip;16;14;30
CT360.2.1;1600;14-feb-11;CT360.2;1;Sen.bip;Sen.bip;5;18;23
CT360.2.1;1600;14-feb-11;CT360.2;1;Sen.bip;Esc.alp;0;1;1
CT360.2.2;1600;14-feb-11;CT360.2;2;Sen.bip;Sen.bip;4;4;8
CT360.2.3;1600;14-feb-11;CT360.2;3;Sen.bip;Sen.bip;4;7;11
CT360.2.4;1600;14-feb-11;CT360.2;4;Sen.bip;Sen.bip;2;8;10
CT360.3.1;1600;14-feb-11;CT360.3;1;Sen.bip;Sen.bip;0;1;1
CT360.3.2;1600;14-feb-11;CT360.3;2;Sen.bip;Sen.bip;2;9;11
CT360.3.3;1600;14-feb-11;CT360.3;3;Sen.bip;Sen.bip;0;7;7
CT360.3.4;1600;14-feb-11;CT360.3;4;Sen.bip;Sen.bip;1;5;6
CT360.4.1;1600;14-feb-11;CT360.4;1;Sen.bip;Sen.bip;2;39;41
CT360.4.2;1600;14-feb-11;CT360.4;2;Sen.bip;Sen.bip;12;48;60
CT360.4.2;1600;14-feb-11;CT360.4;2;Sen.bip;Qui.chi;0;1;1
CT360.4.3;1600;14-feb-11;CT360.4;3;Sen.bip;Sen.bip;8;7;15
CT360.4.4;1600;14-feb-11;CT360.4;4;Sen.bip;Sen.bip;8;28;36
CT360.5.1;1600;14-feb-11;CT360.5;1;Sen.bip;Sen.bip;8;3;11
CT360.5.2;1600;14-feb-11;CT360.5;2;Sen.bip;Sen.bip;14;1;15
CT360.5.3;1600;14-feb-11;CT360.5;3;Sen.bip;Sen.bip;13;1;14
CT360.5.3;1600;14-feb-11;CT360.5;3;Sen.bip;Qui.chi;0;1;1
CT360.5.4;1600;14-feb-11;CT360.5;4;Sen.bip;Sen.bip;13;2;15
CT360.5.4;1600;14-feb-11;CT360.5;4;Sen.bip;Qui.chi;0;1;1
CT361.1.1;1600;14-feb-11;CT361.1;1;Qui.chi;Qui.chi;NA;61;61
CT361.1.2;1600;14-feb-11;CT361.1;2;Qui.chi;Qui.chi;NA;84;84
CT361.1.2;1600;14-feb-11;CT361.1;2;Qui.chi;Sen.arg;NA;1;1
CT361.1.3;1600;14-feb-11;CT361.1;3;Qui.chi;Qui.chi;NA;70;70
CT361.1.3;1600;14-feb-11;CT361.1;3;Qui.chi;Sen.arg;NA;1;1
CT361.1.3;1600;14-feb-11;CT361.1;3;Qui.chi;Pol.sal;0;1;1
CT361.2.1;1600;14-feb-11;CT361.2;1;Qui.chi;Qui.chi;NA;52;52
CT361.2.2;1600;14-feb-11;CT361.2;2;Qui.chi;Qui.chi;NA;49;49
CT361.2.3;1600;14-feb-11;CT361.2;3;Qui.chi;Qui.chi;NA;58;58
CT361.2.4;1600;14-feb-11;CT361.2;4;Qui.chi;Qui.chi;NA;25;25
CT361.3.1;1600;14-feb-11;CT361.3;1;Qui.chi;Qui.chi;NA;46;46
CT361.3.1;1600;14-feb-11;CT361.3;1;Qui.chi;Sen.arg;NA;5;5
CT361.3.2;1600;14-feb-11;CT361.3;2;Qui.chi;Qui.chi;NA;85;85
CT361.3.2;1600;14-feb-11;CT361.3;2;Qui.chi;Sen.arg;NA;1;1
CT361.3.3;1600;14-feb-11;CT361.3;3;Qui.chi;Qui.chi;NA;120;120
CT361.3.3;1600;14-feb-11;CT361.3;3;Qui.chi;Sen.arg;NA;8;8
CT361.4.1;1600;14-feb-11;CT361.4;1;Qui.chi;Qui.chi;NA;66;66
CT361.4.1;1600;14-feb-11;CT361.4;1;Qui.chi;Sen.arg;NA;21;21
CT361.4.2;1600;14-feb-11;CT361.4;2;Qui.chi;Qui.chi;NA;80;80
CT361.4.2;1600;14-feb-11;CT361.4;2;Qui.chi;Sen.arg;NA;2;2
CT361.4.3;1600;14-feb-11;CT361.4;3;Qui.chi;Qui.chi;NA;88;88
CT361.4.3;1600;14-feb-11;CT361.4;3;Qui.chi;Sen.arg;NA;12;12
CT361.4.3;1600;14-feb-11;CT361.4;3;Qui.chi;Mul.ech;NA;1;1
CT361.5.1;1600;14-feb-11;CT361.5;1;Qui.chi;Qui.chi;NA;58;58
CT361.5.2;1600;14-feb-11;CT361.5;2;Qui.chi;Qui.chi;NA;44;44
CT361.5.2;1600;14-feb-11;CT361.5;2;Qui.chi;Sen.arg;NA;3;3
CT361.5.3;1600;14-feb-11;CT361.5;3;Qui.chi;Qui.chi;NA;51;51
CT361.5.3;1600;14-feb-11;CT361.5;3;Qui.chi;Sen.arg;NA;2;2
CT361.5.3;1600;14-feb-11;CT361.5;3;Qui.chi;Leu.mil;NA;1;1
CT362.1.1;1600;14-feb-11;CT362.1;1;Sen.spX;Sen.spX;1;13;14
CT362.1.2;1600;14-feb-11;CT362.1;2;Sen.spX;Sen.spX;1;14;15
CT362.1.3;1600;14-feb-11;CT362.1;3;Sen.spX;Sen.spX;1;11;12
CT362.1.3;1600;14-feb-11;CT362.1;3;Sen.spX;Qui.chi;0;1;1
CT362.1.4;1600;14-feb-11;CT362.1;4;Sen.spX;Sen.spX;1;10;11
CT362.1.4;1600;14-feb-11;CT362.1;4;Sen.spX;Qui.chi;0;1;1
CT362.2.1;1600;14-feb-11;CT362.2;1;Sen.spX;Sen.spX;2;10;12
CT362.2.2;1600;14-feb-11;CT362.2;2;Sen.spX;Sen.spX;1;8;9
CT362.2.3;1600;14-feb-11;CT362.2;3;Sen.spX;Sen.spX;1;14;15
CT362.2.4;1600;14-feb-11;CT362.2;4;Sen.spX;Sen.spX;1;8;9
CT362.3.1;1600;14-feb-11;CT362.3;1;Sen.spX;Sen.spX;1;0;1
CT362.3.2;1600;14-feb-11;CT362.3;2;Sen.spX;Sen.spX;0;2;2
CT362.3.3;1600;14-feb-11;CT362.3;3;Sen.spX;Sen.spX;1;1;2
CT362.3.3;1600;14-feb-11;CT362.3;3;Sen.spX;Mul.ech;0;1;1
CT362.3.4;1600;14-feb-11;CT362.3;4;Sen.spX;Sen.spX;0;2;2
CT362.3.4;1600;14-feb-11;CT362.3;4;Sen.spX;Mul.ech;0;1;1
CT362.4.1;1600;14-feb-11;CT362.4;1;Sen.spX;Sen.spX;4;40;44
CT362.4.2;1600;14-feb-11;CT362.4;2;Sen.spX;Sen.spX;1;10;11
CT362.4.3;1600;14-feb-11;CT362.4;3;Sen.spX;Sen.spX;5;18;23
CT362.4.4;1600;14-feb-11;CT362.4;4;Sen.spX;Sen.spX;2;18;20
CT362.5.1;1600;14-feb-11;CT362.5;1;Sen.spX;Sen.spX;2;27;29
CT362.5.2;1600;14-feb-11;CT362.5;2;Sen.spX;Sen.spX;1;13;14
CT362.5.3;1600;14-feb-11;CT362.5;3;Sen.spX;Sen.spX;1;12;13
CT362.5.4;1600;14-feb-11;CT362.5;4;Sen.spX;Sen.spX;7;20;27
CT363.1.1;1600;14-feb-11;CT363.1;1;Loa.nan;Loa.nan;14;52;66
CT363.2.2;1600;14-feb-11;CT363.2;2;Loa.nan;Loa.nan;86;70;156
CT363.2.2;1600;14-feb-11;CT363.2;2;Loa.nan;Sen.arg;0;2;2
CT363.2.2;1600;14-feb-11;CT363.2;2;Loa.nan;Qui.chi;2;3;5
CT363.3.3;1600;14-feb-11;CT363.3;3;Loa.nan;Loa.nan;17;9;26
CT363.3.3;1600;14-feb-11;CT363.3;3;Loa.nan;Qui.chi;0;1;1
CT363.4.4;1600;14-feb-11;CT363.4;4;Loa.nan;Loa.nan;38;37;75
CT363.4.4;1600;14-feb-11;CT363.4;4;Loa.nan;Sen.arg;0;4;4
CT363.4.4;1600;14-feb-11;CT363.4;4;Loa.nan;Qui.chi;0;2;2
CT363.5.5;1600;14-feb-11;CT363.5;5;Loa.nan;Loa.nan;4;8;12
CT363.6.6;1600;14-feb-11;CT363.6;6;Loa.nan;Loa.nan;1;1;2
CT363.7.7;1600;14-feb-11;CT363.7;7;Loa.nan;Loa.nan;1;2;3
CT363.7.7;1600;14-feb-11;CT363.7;7;Loa.nan;Sen.arg;0;1;1
CT363.8.8;1600;14-feb-11;CT363.8;8;Loa.nan;Loa.nan;4;19;23
CT363.8.8;1600;14-feb-11;CT363.8;8;Loa.nan;Qui.chi;0;1;1
CT363.8.8;1600;14-feb-11;CT363.8;8;Loa.nan;Sen.arg;0;1;1
CT363.9.9;1600;14-feb-11;CT363.9;9;Loa.nan;Loa.nan;126;136;262
CT363.9.9;1600;14-feb-11;CT363.9;9;Loa.nan;Qui.chi;0;3;3
CT363.9.9;1600;14-feb-11;CT363.9;9;Loa.nan;Sen.arg;0;3;3
CT364.1.1;1600;14-feb-11;CT364.1;1;Nas.acu;Nas.acu;1;0;1
CT364.1.2;1600;14-feb-11;CT364.1;2;Nas.acu;Nas.acu;1;1;2
CT364.1.2;1600;14-feb-11;CT364.1;2;Nas.acu;Qui.chi;0;1;1
CT364.1.3;1600;14-feb-11;CT364.1;3;Nas.acu;Nas.acu;0;1;1
CT364.1.4;1600;14-feb-11;CT364.1;4;Nas.acu;Nas.acu;4;7;11
CT364.1.4;1600;14-feb-11;CT364.1;4;Nas.acu;Sen.arg;0;1;1
CT364.2.1;1600;14-feb-11;CT364.2;1;Nas.acu;Nas.acu;12;1;13
CT364.2.1;1600;14-feb-11;CT364.2;1;Nas.acu;Mul.ech;1;3;4
CT364.2.2;1600;14-feb-11;CT364.2;2;Nas.acu;Nas.acu;2;4;6
CT364.2.3;1600;14-feb-11;CT364.2;3;Nas.acu;Nas.acu;0;4;4
CT364.2.4;1600;14-feb-11;CT364.2;4;Nas.acu;Nas.acu;0;2;2
CT364.2.4;1600;14-feb-11;CT364.2;4;Nas.acu;Qui.chi;0;1;1
CT364.3.1;1600;14-feb-11;CT364.3;1;Nas.acu;Nas.acu;7;8;15
CT364.3.1;1600;14-feb-11;CT364.3;1;Nas.acu;Qui.chi;0;3;3
CT364.3.2;1600;14-feb-11;CT364.3;2;Nas.acu;Nas.acu;3;4;7
CT364.3.2;1600;14-feb-11;CT364.3;2;Nas.acu;Sen.spX;0;1;1
CT364.3.3;1600;14-feb-11;CT364.3;3;Nas.acu;Nas.acu;0;6;6
CT364.4.1;1600;14-feb-11;CT364.4;1;Nas.acu;Nas.acu;2;11;13
CT364.4.1;1600;14-feb-11;CT364.4;1;Nas.acu;Pol.sal;0;1;1
CT364.4.2;1600;14-feb-11;CT364.4;2;Nas.acu;Nas.acu;2;13;15
CT364.4.3;1600;14-feb-11;CT364.4;3;Nas.acu;Nas.acu;3;10;13
CT364.4.4;1600;14-feb-11;CT364.4;4;Nas.acu;Nas.acu;4;9;13
CT364.5.1;1600;14-feb-11;CT364.5;1;Nas.acu;Nas.acu;0;13;13
CT364.5.2;1600;14-feb-11;CT364.5;2;Nas.acu;Nas.acu;3;19;22
CT364.5.3;1600;14-feb-11;CT364.5;3;Nas.acu;Nas.acu;0;20;20
CT364.5.4;1600;14-feb-11;CT364.5;4;Nas.acu;Nas.acu;1;11;12
CT365.1.1;1600;14-feb-11;CT365.1;1;Hyp.ten;Hyp.ten;2;3;5
CT365.1.1;1600;14-feb-11;CT365.1;1;Hyp.ten;Qui.chi;0;7;7
CT365.1.1;1600;14-feb-11;CT365.1;1;Hyp.ten;Loa.nan;0;2;2
CT365.1.1;1600;14-feb-11;CT365.1;1;Hyp.ten;Uni.unk;0;4;4
CT365.1.2;1600;14-feb-11;CT365.1;2;Hyp.ten;Hyp.ten;10;6;16
CT365.1.2;1600;14-feb-11;CT365.1;2;Hyp.ten;Qui.chi;0;8;8
CT365.1.2;1600;14-feb-11;CT365.1;2;Hyp.ten;Ade.cor;0;12;12
CT365.1.2;1600;14-feb-11;CT365.1;2;Hyp.ten;Loa.nan;0;2;2
CT365.1.3;1600;14-feb-11;CT365.1;3;Hyp.ten;Hyp.ten;0;2;2
CT365.1.3;1600;14-feb-11;CT365.1;3;Hyp.ten;Qui.chi;0;2;2
CT365.1.3;1600;14-feb-11;CT365.1;3;Hyp.ten;Ade.cor;0;4;4
CT365.1.4;1600;14-feb-11;CT365.1;4;Hyp.ten;Hyp.ten;10;6;16
CT365.1.4;1600;14-feb-11;CT365.1;4;Hyp.ten;Qui.chi;0;7;7
CT365.2.1;1600;14-feb-11;CT365.2;1;Hyp.ten;Hyp.ten;3;13;16
CT365.2.1;1600;14-feb-11;CT365.2;1;Hyp.ten;Qui.chi;0;3;3
CT365.2.1;1600;14-feb-11;CT365.2;1;Hyp.ten;Ade.cor;0;1;1
CT365.2.2;1600;14-feb-11;CT365.2;2;Hyp.ten;Hyp.ten;9;28;37
CT365.2.2;1600;14-feb-11;CT365.2;2;Hyp.ten;Qui.chi;2;16;18
CT365.2.2;1600;14-feb-11;CT365.2;2;Hyp.ten;Ade.cor;0;3;3
CT365.2.2;1600;14-feb-11;CT365.2;2;Hyp.ten;Loa.nan;0;2;2
CT365.2.3;1600;14-feb-11;CT365.2;3;Hyp.ten;Hyp.ten;5;6;11
CT365.2.3;1600;14-feb-11;CT365.2;3;Hyp.ten;Qui.chi;0;4;4
CT365.2.4;1600;14-feb-11;CT365.2;4;Hyp.ten;Hyp.ten;19;12;31
CT365.2.4;1600;14-feb-11;CT365.2;4;Hyp.ten;Qui.chi;1;3;4
CT365.3.1;1600;14-feb-11;CT365.3;1;Hyp.ten;Hyp.ten;9;8;17
CT365.3.1;1600;14-feb-11;CT365.3;1;Hyp.ten;Qui.chi;0;1;1
CT365.3.2;1600;14-feb-11;CT365.3;2;Hyp.ten;Hyp.ten;2;7;9
CT365.3.2;1600;14-feb-11;CT365.3;2;Hyp.ten;Sis.are;0;1;1
CT365.3.3;1600;14-feb-11;CT365.3;3;Hyp.ten;Hyp.ten;10;8;18
CT365.3.3;1600;14-feb-11;CT365.3;3;Hyp.ten;Qui.chi;0;1;1
CT365.3.4;1600;14-feb-11;CT365.3;4;Hyp.ten;Hyp.ten;2;7;9
CT365.3.4;1600;14-feb-11;CT365.3;4;Hyp.ten;Qui.chi;0;2;2
CT365.4.1;1600;14-feb-11;CT365.4;1;Hyp.ten;Hyp.ten;2;3;5
CT365.4.2;1600;14-feb-11;CT365.4;2;Hyp.ten;Hyp.ten;10;16;26
CT365.4.2;1600;14-feb-11;CT365.4;2;Hyp.ten;Qui.chi;0;4;4
CT365.4.2;1600;14-feb-11;CT365.4;2;Hyp.ten;Sis.are;0;1;1
CT365.4.3;1600;14-feb-11;CT365.4;3;Hyp.ten;Hyp.ten;4;4;8
CT365.4.3;1600;14-feb-11;CT365.4;3;Hyp.ten;Qui.chi;0;5;5
CT365.5.1;1600;14-feb-11;CT365.5;1;Hyp.ten;Hyp.ten;3;2;5
CT365.5.1;1600;14-feb-11;CT365.5;1;Hyp.ten;Pol.sal;0;1;1
CT365.5.2;1600;14-feb-11;CT365.5;2;Hyp.ten;Hyp.ten;2;10;12
